1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0.1565934,0.5134361,1.0008471,1.0632097,-0.1997045,3.4234155,0.9213743,-0.6973132,-0.4767171,-0.287488,-0.7236638,-0.6967883,-0.6614938,-0.6349373,-0.2208008,-0.5317185,-0.6794482,-0.69241,-0.7200446,-0.683203,0.2850895
0.0578145,0.197852,0.9064479,0.4792992,0.594365,3.3255567,0.0121171,-0.8513332,-0.0782164,-0.4416785,-0.8235534,-0.870601,-0.7252973,-0.431486,0.7379289,-0.6855088,-0.4472595,-0.814735,-0.7907456,-0.8596741,1.0884849
2.2617748,0.1749921,1.9535587,-0.2848172,-0.3973738,-0.345826,-0.4127907,0.9143304,0.6054005,1.3262682,-0.3087672,0.4631976,-1.2731837,-1.2095626,-0.5783953,-0.7827969,-0.4557132,0.4685571,-0.4091266,-1.087203,-1.202075
0.6060805,0.9460853,1.8539378,0.2433403,0.8087607,-0.2249034,1.1947417,-0.753537,0.7890739,-0.5762577,-0.789893,-0.4421424,-0.5792604,-0.8606132,-0.8144667,-1.1660657,-0.6274399,-0.7440057,-0.7516674,-0.910815,2.3103148
0.6529025,-0.1859739,1.5777256,1.2258664,1.0837338,1.144576,1.8273974,-0.5970147,1.1431275,-0.5467029,-0.9720104,-0.5851706,-1.6926846,-0.2957325,-0.5817672,-0.9672958,-0.2690553,-0.3808075,-0.8118394,-1.1173381,-0.3845002
-0.492348,-0.8736101,-0.8955603,-1.4971422,-0.4180037,-0.5635386,-0.8808086,1.4923299,-1.487924,-0.7564439,0.8512297,0.0672154,0.6432379,0.6772984,1.4095685,1.4629133,0.1635159,0.5079938,0.7669721,1.4511366,-0.9907273
0.9021756,-0.5088828,1.5724824,-0.7047366,0.5399071,1.6989118,1.751013,-0.8051528,0.0280025,1.6170963,-0.8919912,-0.7954758,0.7489183,-0.7114368,-0.7789597,-0.6476833,-0.6882583,-0.9506205,-0.8816197,-0.8539729,-0.2487982
-1.0062194,-0.9766007,-1.1723609,-0.8982022,-0.7325738,-0.7606356,-0.8596159,0.3453212,-0.2728602,-0.0018444,2.7979639,1.9248924,0.448312,0.4651217,0.1428503,-0.0700502,0.1049495,0.845601,0.4999119,0.5579743,-0.7483758
-0.7376693,-1.0014389,-1.117242,-0.4007569,-0.6309293,-1.0024153,-0.8711699,1.6643655,-0.9737013,-1.0119237,1.5190617,1.0097784,0.4354074,-0.5104654,0.2125832,0.3871555,0.2080585,1.9312291,0.2922795,1.497354,-0.2912726
1.3244549,-0.6751264,1.4547249,0.0224134,2.2637034,0.9073991,1.3632084,-0.8471147,-0.5347687,-0.5792046,-0.6869307,-0.894975,1.2974802,-0.7680061,-0.3426857,-0.8827988,-0.4080427,-0.6101279,-0.8425911,-0.9127357,-0.1182452
